"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/16/1993","AQS","550790041","1","1.5","ppm","17","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"01/17/1993","AQS","550790041","1","1.1","ppm","13","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"01/18/1993","AQS","550790041","1","2.3","ppm","26","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"01/19/1993","AQS","550790041","1","3.4","ppm","39","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"01/20/1993","AQS","550790041","1","4","ppm","45","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"01/21/1993","AQS","550790041","1","2.4","ppm","27","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"01/22/1993","AQS","550790041","1","1.6","ppm","18","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"01/23/1993","AQS","550790041","1","1.5","ppm","17","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"01/24/1993","AQS","550790041","1","1","ppm","11","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"01/25/1993","AQS","550790041","1","1.7","ppm","19","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"01/26/1993","AQS","550790041","1","1.6","ppm","18","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"01/27/1993","AQS","550790041","1","1.3","ppm","15","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"01/28/1993","AQS","550790041","1","1.3","ppm","15","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"01/29/1993","AQS","550790041","1","1.2","ppm","14","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"01/30/1993","AQS","550790041","1","1.1","ppm","13","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"01/31/1993","AQS","550790041","1","1","ppm","11","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"02/01/1993","AQS","550790041","1","1.2","ppm","14","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"02/02/1993","AQS","550790041","1","2.1","ppm","24","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"02/03/1993","AQS","550790041","1","1.4","ppm","16","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"02/04/1993","AQS","550790041","1","2.2","ppm","25","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"02/05/1993","AQS","550790041","1","1.1","ppm","13","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"02/06/1993","AQS","550790041","1","0.6","ppm","7","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"02/07/1993","AQS","550790041","1","0.6","ppm","7","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"02/08/1993","AQS","550790041","1","0.5","ppm","6","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"02/09/1993","AQS","550790041","1","1.5","ppm","17","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"02/10/1993","AQS","550790041","1","1","ppm","11","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"02/11/1993","AQS","550790041","1","0.4","ppm","5","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"02/12/1993","AQS","550790041","1","0.4","ppm","5","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"02/13/1993","AQS","550790041","1","0.5","ppm","6","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"02/14/1993","AQS","550790041","1","0.7","ppm","8","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"02/15/1993","AQS","550790041","1","0.7","ppm","8","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"02/16/1993","AQS","550790041","1","0.7","ppm","8","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"02/17/1993","AQS","550790041","1","0.7","ppm","8","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"02/18/1993","AQS","550790041","1","0.9","ppm","10","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"02/19/1993","AQS","550790041","1","1.1","ppm","13","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"02/20/1993","AQS","550790041","1","1.2","ppm","14","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"02/21/1993","AQS","550790041","1","0.6","ppm","7","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"02/22/1993","AQS","550790041","1","0.8","ppm","9","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"02/23/1993","AQS","550790041","1","0.7","ppm","8","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"02/24/1993","AQS","550790041","1","1.5","ppm","17","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"02/25/1993","AQS","550790041","1","2.9","ppm","33","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"02/26/1993","AQS","550790041","1","0.8","ppm","9","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"02/27/1993","AQS","550790041","1","1.4","ppm","16","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"02/28/1993","AQS","550790041","1","1.1","ppm","13","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"03/01/1993","AQS","550790041","1","1","ppm","11","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"03/02/1993","AQS","550790041","1","0.9","ppm","10","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"03/03/1993","AQS","550790041","1","0.7","ppm","8","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"03/04/1993","AQS","550790041","1","0.4","ppm","5","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"03/05/1993","AQS","550790041","1","1.4","ppm","16","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"03/06/1993","AQS","550790041","1","1.5","ppm","17","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"03/07/1993","AQS","550790041","1","0.7","ppm","8","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"03/08/1993","AQS","550790041","1","0.6","ppm","7","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"03/09/1993","AQS","550790041","1","0.5","ppm","6","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"03/10/1993","AQS","550790041","1","0.6","ppm","7","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"03/11/1993","AQS","550790041","1","0.7","ppm","8","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"03/12/1993","AQS","550790041","1","0.9","ppm","10","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"03/13/1993","AQS","550790041","1","0.6","ppm","7","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"03/14/1993","AQS","550790041","1","0.6","ppm","7","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"03/15/1993","AQS","550790041","1","0.7","ppm","8","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"03/16/1993","AQS","550790041","1","0.6","ppm","7","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"03/17/1993","AQS","550790041","1","0.5","ppm","6","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"03/18/1993","AQS","550790041","1","1","ppm","11","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"03/19/1993","AQS","550790041","1","0.7","ppm","8","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"03/20/1993","AQS","550790041","1","0.8","ppm","9","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"03/21/1993","AQS","550790041","1","0.9","ppm","10","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"03/22/1993","AQS","550790041","1","0.5","ppm","6","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"03/23/1993","AQS","550790041","1","0.6","ppm","7","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"03/24/1993","AQS","550790041","1","0.6","ppm","7","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"03/25/1993","AQS","550790041","1","0.7","ppm","8","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"03/26/1993","AQS","550790041","1","0.9","ppm","10","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"03/27/1993","AQS","550790041","1","0.5","ppm","6","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"03/28/1993","AQS","550790041","1","0.5","ppm","6","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"03/29/1993","AQS","550790041","1","0.6","ppm","7","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"03/30/1993","AQS","550790041","1","0.8","ppm","9","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"03/31/1993","AQS","550790041","1","0.4","ppm","5","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"04/01/1993","AQS","550790041","1","0.3","ppm","3","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"04/02/1993","AQS","550790041","1","0.9","ppm","10","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"04/03/1993","AQS","550790041","1","1.4","ppm","16","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"04/04/1993","AQS","550790041","1","1.5","ppm","17","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"04/05/1993","AQS","550790041","1","0.5","ppm","6","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"04/06/1993","AQS","550790041","1","0.4","ppm","5","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"04/07/1993","AQS","550790041","1","0.6","ppm","7","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"04/08/1993","AQS","550790041","1","1.2","ppm","14","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"04/09/1993","AQS","550790041","1","0.8","ppm","9","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"04/10/1993","AQS","550790041","1","0.6","ppm","7","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"04/11/1993","AQS","550790041","1","0.4","ppm","5","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"04/12/1993","AQS","550790041","1","0.3","ppm","3","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"04/13/1993","AQS","550790041","1","0.3","ppm","3","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"04/14/1993","AQS","550790041","1","0.4","ppm","5","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"04/15/1993","AQS","550790041","1","0.4","ppm","5","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"04/16/1993","AQS","550790041","1","0.6","ppm","7","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"04/17/1993","AQS","550790041","1","0.5","ppm","6","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"04/18/1993","AQS","550790041","1","0.6","ppm","7","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"04/19/1993","AQS","550790041","1","0.6","ppm","7","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"04/20/1993","AQS","550790041","1","0.3","ppm","3","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"04/21/1993","AQS","550790041","1","0.7","ppm","8","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"04/22/1993","AQS","550790041","1","1","ppm","11","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"04/23/1993","AQS","550790041","1","1.1","ppm","13","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"04/24/1993","AQS","550790041","1","0.5","ppm","6","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"04/25/1993","AQS","550790041","1","0.4","ppm","5","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"04/26/1993","AQS","550790041","1","0.4","ppm","5","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
"04/27/1993","AQS","550790041","1","0.7","ppm","8","MILWAUKEE UWM-NORTH","24","100.0000","42101","Carbon monoxide","33340","Milwaukee-Waukesha-West Allis, WI","55","Wisconsin","079","Milwaukee","43.075","-87.884"
